Refrence Series;Organism;Sample Id;Characteristic;Time;Type;Group;Sample;Overall_Design
GSE45867;Homo sapiens;GSM1116943;Synovial tissue prior to Tocilizumab therapy, repl 6;Time;cont;A;1;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116944;Synovial tissue after to Tocilizumab therapy, repl 6;Time;pert;A;2;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116945;Synovial tissue prior to Tocilizumab therapy, repl 7;Time;cont;A;1;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116946;Synovial tissue after to Tocilizumab therapy, repl 7;Time;pert;A;2;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116947;Synovial tissue prior to Tocilizumab therapy, repl 8;Time;cont;A;1;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116948;Synovial tissue after to Tocilizumab therapy, repl 8;Time;pert;A;2;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116949;Synovial tissue prior to Tocilizumab therapy, repl 9;Time;cont;A;1;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116950;Synovial tissue after to Tocilizumab therapy, repl 9;Time;pert;A;2;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116951;Synovial tissue prior to Tocilizumab therapy, repl 10;Time;cont;A;1;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116952;Synovial tissue after to Tocilizumab therapy, repl 10;Time;pert;A;2;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116953;Synovial tissue prior to Tocilizumab therapy, repl 11;Time;cont;A;1;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116954;Synovial tissue after to Tocilizumab therapy, repl 11;Time;pert;A;2;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116955;Synovial tissue prior to Tocilizumab therapy, repl 12;Time;cont;A;1;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116956;Synovial tissue after to Tocilizumab therapy, repl 12;Time;pert;A;2;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116957;Synovial tissue prior to Methotrexate therapy, repl 1;Time;cont;B;1;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116958;Synovial tissue after to Methotrexate therapy, repl 1;Time;pert;B;2;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116959;Synovial tissue prior to Methotrexate therapy, repl 2;Time;cont;B;1;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116960;Synovial tissue after to Methotrexate therapy, repl 2;Time;pert;B;2;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116961;Synovial tissue prior to Methotrexate therapy, repl 3;Time;cont;B;1;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116962;Synovial tissue after to Methotrexate therapy, repl 3;Time;pert;B;2;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116963;Synovial tissue prior to Methotrexate therapy, repl 4;Time;cont;B;1;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116964;Synovial tissue after to Methotrexate therapy, repl 4;Time;pert;B;2;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116965;Synovial tissue prior to Methotrexate therapy, repl 5;Time;cont;B;1;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116966;Synovial tissue after to Methotrexate therapy, repl 5;Time;pert;B;2;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116967;Synovial tissue prior to Methotrexate therapy, repl 6;Time;cont;B;1;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116968;Synovial tissue after to Methotrexate therapy, repl 6;Time;pert;B;2;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116969;Synovial tissue prior to Methotrexate therapy, repl 7;Time;cont;B;1;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116970;Synovial tissue after to Methotrexate therapy, repl 7;Time;pert;B;2;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116971;Synovial tissue prior to Methotrexate therapy, repl 8;Time;cont;B;1;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
GSE45867;Homo sapiens;GSM1116972;Synovial tissue after to Methotrexate therapy, repl 8;Time;pert;B;2;Paired synovial biopsy samples were obtained from the affected knee of early RA patients before and 12 weeks after initiation of Tocilizumab (n=12) or Methotrexate (n=8) therapy. SDAI remission criteria were computed prospectively before, 3 months and 6 months after administration of the drugs and patients’ responses were defined according to their SDAI remission status at 6 months. Gene expression studies were performed using GeneChip Human Genome U133 Plus 2.0 arrays.
