Refrence Series;Organism;Sample Id;Characteristic;Time;Type;Group;Sample;Overall_Design
GSE78523;Homo sapiens;GSM2072197;A32;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072198;A34;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072199;A36;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072200;A35;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072201;A33;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072202;A28;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072203;A13;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072204;A29;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072205;A30;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072206;A21;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072207;A22;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072208;A20;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072209;A24;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072210;A26;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072211;A25;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072212;A27;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072213;A23;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072214;A46;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072215;A43;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072216;A50;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072217;A45;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072218;A44;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
GSE78523;Homo sapiens;GSM2072219;A47;no;;;;Using the Almac-Xcel array (Affymetrix) we profiled total RNA of gastric mucosa from:Incomplete Intestinal metaplasia that progress to GC (N=6) vs Incomplete Intestinal metaplasia that not progress to GC (IIM Controls, N=7)Complete Intestinal metaplasia that progress to GC (N=8) vs Complete Intestinal metaplasia that not progress to GC (CIM controls, N=9)Healthy controls (N=15)
